ORG_COPPER_NAME,ORG_COPPER_ID,ORG_WEBSITE,STAGE,COPPER_LINK,STATUS
Vermetrac handelsonderneming b.v.,18985142,vermatrac.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/18985142,Abandoned
Hammer nutrition,13169655,hammernutrition.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13169655,Lost
Nuscience,52808409,nuscience.eu/nl-be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52808409,Open
Emerio Holland B.V.,29410375,emerio.eu,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/29410375,Open
Doco International B.V.,56072513,doco-international.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56072513,Open
Axtron B.V.,27912303,axtron.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27912303,Abandoned
J&S Services B.V.,28002583,jswebshops.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28002583,Abandoned
Pureberry Fruits Rogues,57787362,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57787362,Open
Automaten Centrale Noord-Oost B.V.,27912284,automatencentrale.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27912284,Lost
Textielbedrijf de Arend,26554450,dearend.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26554450,Abandoned
Atrium Europe B.V.,27912045,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27912045,Lost
MRC Global Inc.,40173134,mrcglobal.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40173134,Lost
Liprovit B.V.,46136911,liprovit.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/46136911,Open
Farmel BV,55463848,farmel.nl,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55463848,Won
Food Technology Noord-Oost Nederland B.V.,27941357,ftnon.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27941357,Lost
MRS Management,22246134,mrsmgt.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22246134,Abandoned
Life Outdoor Living b.v.,16433374,lifeoutdoorliving.com/nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/16433374,Abandoned
Nike,45033604,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45033604,Open
Bliston packaging,13995722,bliston.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13995722,Lost
Kobelco Construction Machinery Europe B.V.,32590171,Kobelco.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32590171,Open
Mario marinov,13233591,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233591,Abandoned
RPM BELGIUM,42127827,rpm-belgium.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/42127827,Open
Whisper power b.v.,51045167,hisperpower.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51045167,Won
ICL Gaskets & Insulation,25090486,iclbv.nl,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/25090486,Abandoned
Power Packer Europa BV,46045078,power-packer.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46045078,Open
Inglasco,29492066,inglasco.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/29492066,Abandoned
Reppel B.V.,33620877,reppel.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33620877,Abandoned
Bridge Polymers B.V.,44876603,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44876603,Abandoned
Imagebuilders B.V.,46141716,imagebuilders.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/46141716,Lost
Mayfran International B.V.,43733321,mayfran.nl/startpagina,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/43733321,Open
Van Hoorn - Specialist In Pigskin Lining,11408549,pigskin-lining.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11408549,Abandoned
Vermillion b.v.,20222073,vermillionsport.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/20222073,Won
Present Time B.V.,36905446,presenttime.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36905446,Open
CLUSE,52588708,cluse.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52588708,Open
AERTS N.V.,38923622,NULL,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38923622,Abandoned
Eurolac Feed Products B.V.,50870753,eurolac.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50870753,Open
JVD Exploitatie B.V.,29527506,jvd-group.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/29527506,Abandoned
Horrex b.v.,14039530,horrex.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14039530,Lost
APH Group B.V.,50691505,aphgroup.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50691505,Open
Henkelman / Only A Shoes B.V.,14124819,henkelman.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14124819,Abandoned
Hupkes houthandel dieren b.v.,45036297,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/45036297,Lost
Zwijnenburg ship building,12936031,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/12936031,Abandoned
ATAG Nederland B.V.,31054878,atagbenelux.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/31054878,Open
Maretti lighting,13849755,maretti.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13849755,Abandoned
DASSY EUROPE,52339196,dassy.eu/nl-be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52339196,Abandoned
van Walraven,14996564,vanwalraven.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14996564,Lost
Bredox b.v.,47045582,bredox.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/47045582,Abandoned
Rational Belgium NV,53414508,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53414508,Open
Frapak Packaging B.V.,48821107,frapak.com/nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/48821107,Abandoned
Bikeurope B.V.,48509075,trekbikes.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/48509075,Abandoned
Soudal,42442649,soudal.co.uk,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/42442649,Open
Heutink Groep B.V.,29559634,heutink.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/29559634,Abandoned
Inka's Exclusieve Herenmode,37679682,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37679682,Lost
Xeikon Manufacturing NV,51907461,flintgrp.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51907461,Abandoned
Barco,51989618,barco.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/51989618,Open
Suzuki vereniging nederland,20740094,suzukiwinkel.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/20740094,Won
Guess Europe Sagl,46541354,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46541354,Open
Urban Mobility Systems,55395239,urbanmobilitysystems.nl,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55395239,Won
Siemens Healthcare nederland b.v.,23088659,healthcare.siemens.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23088659,Open
Eleq Steenwijk B.V.,48558365,eleq.com/nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/48558365,Open
De carpentier-mooren groep b.v.,18869180,carpentier.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/18869180,Won
Brunklaus Amsterdam,34160301,brunklaus.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/34160301,Abandoned
"Esudia Engineering, Support & Diagnostics B.V./ Dena B.V.",46047152,live.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46047152,Lost
Rotapanel International B.V.,26554791,rotapanel.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26554791,Open
Cordial Adhesives B.V.,46458702,cordial.nl,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46458702,Won
Frutos Tropicales Europe,47249053,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47249053,Lost
Blaauw Products B.V.,37981292,blaauwproducts.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37981292,Abandoned
larixgardenware,12000997,info@larixgardenware.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/12000997,Lost
Toppoint B.V.,20392975,toppoint.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/20392975,Abandoned
New Zealand Auckland,52613262,nzanewzealand.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52613262,Abandoned
Starflor B.V.,54646136,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54646136,Abandoned
Qapqa BV,52613180,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52613180,Open
Infinite acres b.v.,57607105,infinite-acres.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57607105,Open
PDB Cleaning,16603810,pdbcleaning.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/16603810,Won
Greenindustries,13232592,greenindustries.e,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13232592,Lost
Flexible B.V.,13211339,flexible-bv.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13211339,Lost
Baustoff + metall,13690965,baustoff-metall.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13690965,Abandoned
Cape holland Group,22931932,cape-holland.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22931932,Abandoned
Rijk Zwaan,29629042,rijkzwaan.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/29629042,Abandoned
Arcelormittal Tailored Blanks,53075227,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53075227,Open
Smit & Zoon B.V.,52498001,smitzoon.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52498001,Open
Renson Ventilation NV,54111459,renson.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54111459,Open
Urban Arrow,52460564,urbanarrow.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52460564,Open
Jansen Poultry Equipment,47066864,jpe.org,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/47066864,Abandoned
ICT Truck & Trailer Parts,57667193,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57667193,Abandoned
van Raak staal,13842814,vanraakstaal.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13842814,Lost
Comari Holland B.V.,36917687,m-c.eu,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36917687,Lost
De keet van Kaat,37633778,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37633778,Lost
Gandy Digital,54132801,gandydigital.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54132801,Abandoned
Thermo Fisher Scientific B.V.,44878444,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44878444,Open
Royal Home Brands B.V.,33415034,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33415034,Won
Phoenix import,15546967,phoeniximport.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/15546967,Open
Tuinland Groningen,55383824,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55383824,Open
Tralert B.V.,44470422,traditech.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44470422,Open
Stagekings,32385422,tagekings.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32385422,Abandoned
Neerlandia-Urk B.V.,57243870,neerlandia.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57243870,Open
ChinaWorks BV,49698175,chinaworks.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49698175,Open
Plevier,34903057,plevier.ne,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34903057,Won
"Pentair | X Flow B.V.",46069480,pentair.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/46069480,Abandoned
Homestylingshop.nl,27998890,homestylingshop.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/27998890,Won
Smeets Import-Export BVBA,53979322,smie.be,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53979322,Won
Nidegro International Trading Company (Holland) B.V.,22880888,nidegro.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22880888,Lost
Airopack b.v.,49152934,airopack.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49152934,Open
Partylite trading s.a.,49097827,vgeijn.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49097827,Open
Yamaha Motor Europe N.V.,50861621,yamaha-motor.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50861621,Lost
P. Hamers B.V.,23023397,phww.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23023397,Lost
Hawthornegc,57623971,hawthornegc.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57623971,Open
Bdairy B.V.,47248942,bdairy.com,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47248942,Won
Advanced Plastics Benelux B.V.,26657532,advancedplastics.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26657532,Lost
Holex Flower,25211878,holex.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/25211878,Lost
Imhof & Stevens B.V.,44662206,imhofstevens.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44662206,Open
Lidoe,13232949,lidoe.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13232949,Lost
Trend Source B.V.,52147653,trendsource.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52147653,Won
BMS International,26928719,bms-inter.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26928719,Lost
